page_id,thread,user_id,is_attacker,is_target
101556.0,5,920945.0,0,1
101556.0,5,2740078.0,0,1
101556.0,5,19073392.0,0,1
101556.0,5,3349235.0,0,1
101556.0,5,18985077.0,0,1
101556.0,5,15806582.0,0,1
101556.0,5,15688942.0,0,1
101556.0,5,3840760.0,0,1
101556.0,5,7792240.0,0,1
101556.0,5,13106429.0,0,1
101556.0,5,1307262.0,0,1
101698.0,39,12676481.0,0,1
101698.0,39,7131173.0,0,1
101698.0,39,24198.0,0,1
101698.0,39,9266570.0,0,1
101698.0,39,9984397.0,0,1
101698.0,39,1177838.0,1,0
101698.0,39,313197.0,0,1
101698.0,39,203952.0,0,1
101698.0,39,4656953.0,0,1
101698.0,39,11642524.0,0,1
102568.0,4,17495744.0,0,1
102568.0,4,361251.0,0,1
102568.0,4,25279779.0,0,1
102568.0,4,158051.0,0,1
102568.0,4,23714822.0,1,0
102568.0,4,6740490.0,0,1
102568.0,4,7007500.0,0,1
102568.0,4,25282990.0,0,1
102568.0,4,13299631.0,0,1
102568.0,4,1682577.0,0,1
102568.0,4,16596947.0,0,1
102568.0,4,7965171.0,0,1
102568.0,4,23051379.0,0,1
102568.0,4,877242.0,0,1
102568.0,4,17436477.0,0,1
133091.0,7,1247087.0,1,0
137706.0,7,24042732.0,1,0
142929.0,0,579140.0,1,0
143395.0,1,23033818.0,1,0
144847.0,1,20548744.0,0,1
144847.0,1,11291690.0,0,1
144847.0,1,16953838.0,1,0
148360.0,5,24421080.0,1,0
148360.0,5,24421067.0,0,1
148558.0,2,14385212.0,0,1
148558.0,2,277086.0,1,0
149911.0,4,10734192.0,0,1
149911.0,4,26851905.0,1,0
149911.0,4,15682367.0,0,1
151679.0,6,4649353.0,0,1
151679.0,6,3969442.0,0,1
151679.0,6,21635355.0,0,1
151679.0,6,5985031.0,1,0
156334.0,0,145044.0,0,1
156334.0,0,5217210.0,0,1
156334.0,0,20699074.0,0,1
156334.0,0,16750284.0,1,0
158505.0,3,6294859.0,0,1
158505.0,3,6073318.0,1,0
159422.0,12,20597344.0,0,1
159422.0,12,6112901.0,0,1
159422.0,12,20533638.0,0,1
159422.0,12,6200168.0,0,1
159422.0,12,4209904.0,0,1
159422.0,12,3810835.0,0,1
159422.0,12,3210516.0,0,1
159422.0,12,8838549.0,0,1
159422.0,12,3139350.0,0,1
159422.0,12,21669335.0,0,1
159422.0,12,15464248.0,0,1
159422.0,12,700244.0,0,1
159422.0,12,4127612.0,0,1
159422.0,12,19518877.0,0,1
159422.0,12,14129502.0,1,0
159805.0,2,432544.0,0,1
159805.0,2,8144267.0,1,0
159805.0,2,813262.0,0,1
159805.0,2,4770293.0,0,1
159805.0,2,55767.0,0,1
159805.0,2,9752287.0,0,1
161674.0,2,9366145.0,1,0
161674.0,2,20361299.0,0,1
161674.0,5,9366145.0,1,0
161674.0,5,20361299.0,0,1
161674.0,5,21927924.0,0,1
161674.0,7,9366145.0,1,0
161674.0,7,20361299.0,0,1
161674.0,7,28438.0,0,1
162218.0,0,20825029.0,1,0
162218.0,6,21884269.0,1,0
162380.0,2,901576.0,0,1
162380.0,2,11676657.0,1,0
162380.0,10,13998583.0,1,0
163058.0,13,14799739.0,0,1
163058.0,13,2563820.0,1,0
163058.0,13,15304212.0,0,1
163655.0,5,17380896.0,0,1
163655.0,5,2530149.0,0,1
163655.0,5,5803653.0,1,0
163655.0,5,9902762.0,0,1
163655.0,5,18919691.0,1,0
163655.0,5,8855038.0,0,1
163655.0,5,18173407.0,0,1
163655.0,7,18919691.0,0,1
163655.0,7,8855038.0,1,0
163864.0,2,721952.0,1,0
163864.0,2,1179460.0,0,1
163864.0,2,26248.0,0,1
163864.0,2,14264656.0,0,1
163864.0,2,6698490.0,0,1
165624.0,7,16627748.0,0,1
165624.0,7,990344.0,1,0
165624.0,7,315411.0,0,1
165624.0,7,4656953.0,0,1
165624.0,7,6569657.0,0,1
167987.0,0,20630657.0,1,0
168884.0,2,22952827.0,1,0
168884.0,2,7218020.0,0,1
168884.0,2,24198.0,0,1
174743.0,7,23525428.0,1,0
177212.0,0,721952.0,0,1
177212.0,0,101522.0,0,1
177212.0,0,19034339.0,1,0
178793.0,1,15503141.0,1,0
179522.0,21,23782893.0,1,0
179720.0,0,283252.0,1,0
181644.0,1,3065507.0,1,0
181644.0,1,19614435.0,0,1
182823.0,0,1030826.0,1,0
182823.0,0,4082870.0,0,1
182823.0,0,282350.0,0,1
186834.0,1,3072352.0,1,0
186834.0,1,10612139.0,0,1
196939.0,8,13709985.0,0,1
196939.0,8,5705.0,0,1
196939.0,8,19370506.0,0,1
196939.0,8,3045327.0,0,1
196939.0,8,361935.0,0,1
196939.0,8,7407280.0,0,1
196939.0,8,9559123.0,0,1
196939.0,8,84755.0,0,1
196939.0,8,19613340.0,1,0
197953.0,3,523968.0,0,1
197953.0,3,5287780.0,0,1
197953.0,3,18866445.0,1,0
197953.0,3,5452240.0,0,1
197953.0,3,21017012.0,0,1
197953.0,3,16776597.0,0,1
197953.0,3,18776.0,0,1
198327.0,1,4649353.0,0,1
198327.0,1,6209803.0,0,1
198327.0,1,5745932.0,0,1
198327.0,1,2195726.0,0,1
198327.0,1,13501083.0,0,1
198327.0,1,21026844.0,0,1
198327.0,1,18396192.0,0,1
198327.0,1,5986861.0,0,1
198327.0,1,18638262.0,0,1
198327.0,1,15464248.0,0,1
198327.0,1,3455291.0,0,1
198327.0,1,105537.0,1,0
198327.0,1,834113.0,0,1
198327.0,1,2843354.0,0,1
198327.0,1,5414875.0,0,1
198327.0,1,9149531.0,0,1
198327.0,1,2133469.0,0,1
198327.0,1,6200168.0,0,1
198327.0,1,348139.0,0,1
198327.0,1,1306479.0,0,1
198327.0,1,9666801.0,0,1
198327.0,1,2001020.0,0,1
198327.0,1,10408318.0,0,1
207645.0,2,4986597.0,1,0
210994.0,3,101805.0,1,0
210994.0,3,20533638.0,0,1
216201.0,3,13068117.0,1,0
217573.0,1,20771512.0,1,0
219041.0,17,1640548.0,0,1
219041.0,17,5519174.0,0,1
219041.0,17,21340807.0,0,1
219041.0,17,26248.0,0,1
219041.0,17,6209803.0,1,0
219041.0,17,18920941.0,0,1
219041.0,17,19002830.0,0,1
219041.0,17,35218.0,0,1
219041.0,17,14636307.0,0,1
219041.0,17,4656953.0,0,1
224294.0,14,1179460.0,1,0
224294.0,14,24598869.0,0,1
224294.0,14,9813438.0,1,0
224294.0,14,361935.0,0,1
224770.0,0,14370884.0,1,0
224770.0,0,4336229.0,0,1
225936.0,1,21206265.0,1,0
227507.0,4,519608.0,0,1
227507.0,4,9975628.0,1,0
230840.0,2,18370779.0,1,0
231138.0,9,196704.0,0,1
231138.0,9,20707937.0,0,1
231138.0,9,199747.0,0,1
231138.0,9,13159908.0,0,1
231138.0,9,4782151.0,1,0
231138.0,9,7236233.0,0,1
231138.0,9,22112783.0,0,1
231138.0,9,22133327.0,0,1
231138.0,9,318807.0,0,1
231138.0,9,1544984.0,0,1
231138.0,9,5183450.0,0,1
237057.0,0,19534566.0,0,1
237057.0,0,894320.0,0,1
237057.0,0,5286041.0,0,1
237057.0,0,17680093.0,1,0
237057.0,0,14419679.0,0,1
240572.0,2,20600424.0,1,0
240572.0,2,9107368.0,0,1
240572.0,18,22045547.0,1,0
261267.0,36,15992356.0,1,0
261624.0,6,7623302.0,1,0
261624.0,6,22312364.0,0,1
261624.0,6,22788045.0,0,1
261624.0,6,20146063.0,0,1
261624.0,6,15304212.0,0,1
261624.0,6,21517114.0,0,1
261624.0,6,19532283.0,0,1
261624.0,6,20522655.0,0,1
264255.0,1,1304678.0,1,0
265223.0,25,560483.0,0,1
265223.0,25,25851119.0,0,1
265223.0,25,1027847.0,1,0
273006.0,16,22365362.0,0,1
273006.0,16,22088035.0,1,0
273006.0,20,19455874.0,0,1
273006.0,20,23703235.0,0,1
273006.0,20,12160875.0,0,1
273006.0,20,22312364.0,1,0
